ID	Name	Useage	FunctionType	RepresentPos	RepresentID	AppendType	DetachType	BuffType	Level	Intensity	IsStackable	MaxStackNum	Count	Interval	Hide	Exclude	Save	OnManaShield	OnFight	OnHorse	OnTerrain	FormationLeader	ScriptFile	GlobalExclude	UniqueTarget	CanCancel	BeginAttrib1	BeginValue1A	BeginValue1B	BeginAttrib2	BeginValue2A	BeginValue2B	BeginAttrib3	BeginValue3A	BeginValue3B	BeginAttrib4	BeginValue4A	BeginValue4B	BeginAttrib5	BeginValue5A	BeginValue5B	BeginAttrib6	BeginValue6A	BeginValue6B	BeginAttrib7	BeginValue7A	BeginValue7B	BeginAttrib8	BeginValue8A	BeginValue8B	BeginAttrib9	BeginValue9A	BeginValue9B	BeginAttrib10	BeginValue10A	BeginValue10B	BeginAttrib11	BeginValue11A	BeginValue11B	BeginAttrib12	BeginValue12A	BeginValue12B	BeginAttrib13	BeginValue13A	BeginValue13B	BeginAttrib14	BeginValue14A	BeginValue14B	BeginAttrib15	BeginValue15A	BeginValue15B	ActiveAttrib1	ActiveValue1A	ActiveValue1B	ActiveAttrib2	ActiveValue2A	ActiveValue2B	EndTimeAttrib1	EndTimeValue1A	EndTimeValue1B	EndTimeAttrib2	EndTimeValue2A	EndTimeValue2B	IsCountable	DecayType	MoveStateMask	MapBanMask	IsOffLineClock	CanAccumulate	SrcDistance	InSprint	InParkour	InSlideSprint	InFollow	CancelByUseItem	MapInvalidMask	IsCombatBuff	MinInterval	ClearUnderWater	MoveStateMask2	ShapeShiftInvalid	MaxInterval	ActiveCoefficient	CanBeSteal	NeedSync	InBirdMove	CanTransfer	CostSingleStack	MorphInvalid	ValidByLevel	RLActions	Coexist	IsIntensityStackable	OnKungfuID
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		29	29	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-296																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		30	30	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-307																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		31	31	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-317																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		32	32	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-327																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		33	33	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-337																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		34	34	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-348																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		35	35	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-358																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		36	36	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-368																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		37	37	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-378																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		38	38	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-389																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		39	39	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-399																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		40	40	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-409																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		41	41	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-419																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		42	42	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-430																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		43	43	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-440																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		44	44	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-450																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		45	45	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-460																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		46	46	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-471																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		47	47	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-481																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		48	48	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-491																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		49	49	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-501																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		50	50	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-512																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		51	51	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-522																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		52	52	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-532																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		53	53	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-542																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		54	54	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-552																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		55	55	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-563																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		56	56	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-573																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		57	57	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-583																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		58	58	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-593																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		59	59	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-604																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		60	60	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-614																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		61	61	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-624																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		62	62	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-634																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		63	63	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-645																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		64	64	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-655																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		65	65	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-665																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		66	66	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-675																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		67	67	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-686																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		68	68	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-696																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		69	69	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-706																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		70	70	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-716																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		71	71	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-727																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		72	72	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-737																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		73	73	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-747																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		74	74	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-757																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		75	75	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-768																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		76	76	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-778																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		77	77	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-788																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		78	78	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-798																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		79	79	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-808																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		80	80	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-819																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		81	81	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-829																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		82	82	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-839																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		83	83	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-849																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		84	84	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-860																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		85	85	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-870																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		86	86	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-880																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		87	87	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-890																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		88	88	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-901																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		89	89	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-911																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		90	90	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-921																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		91	91	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-931																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		92	92	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-942																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		93	93	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-952																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		94	94	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-962																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		95	95	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-972																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		96	96	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-983																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		97	97	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-993																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		98	98	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-1003																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		99	99	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-1013																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70203	移动端_减益_被疗伤成效降低_主角通用	407		Body	0	576	6		100	100	0	1	1	8	0	0	1							1	0	0	atBeTherapyCoefficient	-1024																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	1		0		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		1	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-10																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		2	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-20																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		3	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-30																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		4	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-40																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		5	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-51																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		6	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-61																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		7	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-71																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		8	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-81																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		9	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-92																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		10	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-102																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		11	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-112																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		12	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-122																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		13	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-133																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		14	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-143																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		15	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-153																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		16	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-163																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		17	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-174																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		18	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-184																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		19	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-194																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		20	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-204																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		21	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-215																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		22	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-225																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		23	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-235																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		24	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-245																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		25	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-256																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		26	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-266																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		27	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-276																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		28	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-286																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		29	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-296																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		30	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-307																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		31	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-317																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		32	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-327																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		33	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-337																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		34	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-348																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		35	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-358																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		36	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-368																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		37	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-378																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		38	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-389																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		39	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-399																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		40	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-409																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		41	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-419																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		42	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-430																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		43	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-440																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
70204	移动端_减益_疗伤成效降低_主角通用	407		Body	0	70204	6		44	1	0	1	1	8	0	1	1							1	0	0	atAllDamageAddPercent	-450																																																										3758030846	0		0	0						0		8		63	1	8	1	0	1				0	0		1		
