门派,心法,奇穴位置,奇穴名,奇穴描述,技能ID,纵向位置,奇穴类型,奇穴颜色
苍云,铁骨衣,7,割裂,“闪刀”命中有自身流血效果的目标使流血效果的剩余伤害提高90%。,13132,1,2,0
苍云,铁骨衣,7,怒炎,施展“斩刀”命中虚弱非侠士目标，则6秒内下一次施展“绝刀”可返还所消耗的怒气。,13133,2,2,0
苍云,铁骨衣,7,业火麟光,获得14秒“麟光甲”效果，并返还25秒“盾飞”调息时间，效果期间施展“苍雪刀”套路下招式附带一次破招伤害与“麟光甲”额外伤害，该额外伤害对非侠士目标提高150%。连续使用三次“苍雪刀”套路下招式将获得额外65点怒气，重置所有“苍雪刀”套路下技能调息时间，该效果每次“麟光甲”期间只能触发一次。,34912,3,2,0
苍云,铁骨衣,7,活血,体质和被疗伤效果提高10%。,13124,4,2,0
苍云,铁骨衣,8,雷云,“盾飞”可对击中的目标周围10尺的其他敌对目标进行弹射，若命中的第一个目标若正在运功，则使该目标2秒内无法运功。,34540,1,3,0
苍云,铁骨衣,8,征北,"对敌人造成<SKILL PhysicsDamage>点(+<SKILLEx {D0+D1} {SkillPhysicsAP},{BasicPhysicsAP -0.1}>)外功伤害，强制目标攻击自身。",40721,2,3,0
苍云,铁骨衣,8,激昂,“盾猛”“斩刀”对4尺内目标不再冲刺，施展“盾猛”后自身每1点体质提高0.02点招架等级、0.05点拆招值，持续6秒。,13356,3,3,0
苍云,铁骨衣,8,从容,当自身血量高于60%，则外功基础攻击提高10%，无双等级提高15%。,13366,4,3,0
苍云,铁骨衣,8,百炼,“盾壁”变为2层充能招式，充能时间1分20秒，伤害吸收效果提升至100%。,13367,5,3,0
苍云,铁骨衣,8,卷云,“盾刀”每一段招式伤害逐步递增，施展第三段时将卸除目标混元、阳性、阴性、毒性有益气劲各一个。,13321,6,3,0
苍云,铁骨衣,8,赤心,“血怒”效果期间每消耗或回复1点怒气为自身回复0.1%气血最大值。,13073,7,3,0
苍云,铁骨衣,8,严阵,对敌对目标施展“盾压”使得自身“破招”提高50%，此效果持续20秒，最多叠加3层。,25356,8,3,0
苍云,铁骨衣,8,盾威,“盾飞”命中目标使目标所有伤害输出降低5%，持续15秒。施展“盾回”获得的伤害降低效果提高至25%，持续时间增加至18秒。,13320,9,3,0
苍云,铁骨衣,8,炼狱,流血效果作用时间间隔缩短1秒，总持续时间保持不变。,13089,10,3,0
苍云,铁骨衣,8,移山,施展“无惧”，使自身2秒内受到的伤害降低50%。,34602,11,3,0
苍云,铁骨衣,8,当关,施展“盾飞”附带嘲讽效果，强制目标攻击自身3秒，10秒内此目标不会再被嘲讽。,13368,12,3,0
苍云,铁骨衣,9,雷云,“盾飞”可对击中的目标周围10尺的其他敌对目标进行弹射，若命中的第一个目标若正在运功，则使该目标2秒内无法运功。,34540,1,3,0
苍云,铁骨衣,9,征北,"对敌人造成<SKILL PhysicsDamage>点(+<SKILLEx {D0+D1} {SkillPhysicsAP},{BasicPhysicsAP -0.1}>)外功伤害，强制目标攻击自身。",40721,2,3,0
苍云,铁骨衣,9,激昂,“盾猛”“斩刀”对4尺内目标不再冲刺，施展“盾猛”后自身每1点体质提高0.02点招架等级、0.05点拆招值，持续6秒。,13356,3,3,0
苍云,铁骨衣,9,从容,当自身血量高于60%，则外功基础攻击提高10%，无双等级提高15%。,13366,4,3,0
苍云,铁骨衣,9,百炼,“盾壁”变为2层充能招式，充能时间1分20秒，伤害吸收效果提升至100%。,13367,5,3,0
苍云,铁骨衣,9,卷云,“盾刀”每一段招式伤害逐步递增，施展第三段时将卸除目标混元、阳性、阴性、毒性有益气劲各一个。,13321,6,3,0
苍云,铁骨衣,9,赤心,“血怒”效果期间每消耗或回复1点怒气为自身回复0.1%气血最大值。,13073,7,3,0
苍云,铁骨衣,9,严阵,对敌对目标施展“盾压”使得自身“破招”提高50%，此效果持续20秒，最多叠加3层。,25356,8,3,0
苍云,铁骨衣,9,盾威,“盾飞”命中目标使目标所有伤害输出降低5%，持续15秒。施展“盾回”获得的伤害降低效果提高至25%，持续时间增加至18秒。,13320,9,3,0
苍云,铁骨衣,9,炼狱,流血效果作用时间间隔缩短1秒，总持续时间保持不变。,13089,10,3,0
苍云,铁骨衣,9,移山,施展“无惧”，使自身2秒内受到的伤害降低50%。,34602,11,3,0
苍云,铁骨衣,9,当关,施展“盾飞”附带嘲讽效果，强制目标攻击自身3秒，10秒内此目标不会再被嘲讽。,13368,12,3,0
苍云,铁骨衣,10,雷云,“盾飞”可对击中的目标周围10尺的其他敌对目标进行弹射，若命中的第一个目标若正在运功，则使该目标2秒内无法运功。,34540,1,3,0
苍云,铁骨衣,10,征北,"对敌人造成<SKILL PhysicsDamage>点(+<SKILLEx {D0+D1} {SkillPhysicsAP},{BasicPhysicsAP -0.1}>)外功伤害，强制目标攻击自身。",40721,2,3,0
苍云,铁骨衣,10,激昂,“盾猛”“斩刀”对4尺内目标不再冲刺，施展“盾猛”后自身每1点体质提高0.02点招架等级、0.05点拆招值，持续6秒。,13356,3,3,0
苍云,铁骨衣,10,从容,当自身血量高于60%，则外功基础攻击提高10%，无双等级提高15%。,13366,4,3,0
苍云,铁骨衣,10,百炼,“盾壁”变为2层充能招式，充能时间1分20秒，伤害吸收效果提升至100%。,13367,5,3,0
苍云,铁骨衣,10,卷云,“盾刀”每一段招式伤害逐步递增，施展第三段时将卸除目标混元、阳性、阴性、毒性有益气劲各一个。,13321,6,3,0
苍云,铁骨衣,10,赤心,“血怒”效果期间每消耗或回复1点怒气为自身回复0.1%气血最大值。,13073,7,3,0
苍云,铁骨衣,10,严阵,对敌对目标施展“盾压”使得自身“破招”提高50%，此效果持续20秒，最多叠加3层。,25356,8,3,0
苍云,铁骨衣,10,盾威,“盾飞”命中目标使目标所有伤害输出降低5%，持续15秒。施展“盾回”获得的伤害降低效果提高至25%，持续时间增加至18秒。,13320,9,3,0
苍云,铁骨衣,10,炼狱,流血效果作用时间间隔缩短1秒，总持续时间保持不变。,13089,10,3,0
苍云,铁骨衣,10,移山,施展“无惧”，使自身2秒内受到的伤害降低50%。,34602,11,3,0
苍云,铁骨衣,10,当关,施展“盾飞”附带嘲讽效果，强制目标攻击自身3秒，10秒内此目标不会再被嘲讽。,13368,12,3,0
苍云,分山劲,1,绝返,“斩刀”命中目标后获得持续6秒的“狂绝”效果：若施展“绝刀”未成功击杀目标，则返还下一次施展“绝刀”消耗的怒气。,13090,1,1,1
苍云,分山劲,1,崩血,流血最多可存在3层，对流血目标再次添加或消耗流血时造成额外伤害，添加流血时造成一次额外伤害，消耗流血时造成四次额外伤害，“闪刀”或“劫刀”命中三层流血目标时，消耗一层流血。,41740,2,1,2
苍云,分山劲,1,鸣金,格挡值最大值增加100点。,18354,3,1,3
苍云,分山劲,1,残裂,“盾猛”可将目标击退8尺并造成5秒击倒，击退期间撞击沿途最多5个其他目标，被撞击目标眩晕3秒。,13414,4,1,4
苍云,分山劲,2,履刃,“闪刀”、“劫刀”施展距离提高5尺，“闪刀”命中3层流血目标时重置“斩刀”调息时间。<TALENT_CORE 41740 1>,37559,1,2,2
苍云,分山劲,2,业火麟光,获得14秒“麟光甲”效果，并返还25秒“盾飞”调息时间，效果期间施展“苍雪刀”套路下招式附带一次破招伤害与“麟光甲”额外伤害，该额外伤害对非侠士目标提高150%。连续使用三次“苍雪刀”套路下招式将获得额外65点怒气，重置所有“苍雪刀”套路下技能调息时间，该效果每次“麟光甲”期间只能触发一次。,34912,2,2,0
苍云,分山劲,2,血魄,施展“血怒”，清空自身“斩刀”调息时间，并获得25点怒气。,38969,3,2,0
苍云,分山劲,2,捍卫,“盾墙”效果期间自身半径8尺范围内最多5个友方目标受到的伤害降低40%。,13418,4,2,0
苍云,分山劲,3,援戈,“盾击”充能时间降低1秒，层数增加一层，每次施展盾击会触发一次破招，成功触发该破招伤害可获得1层“援戈”效果，最多可获得7层，每次施展苍雪刀套路下招式将附带<SUB 36482 0>外功伤害并消耗一层。,36058,1,2,0
苍云,分山劲,3,偃守孤旌,云城盾解体，附于自身，持续9秒，自动转换为擎刀姿态，进入“<NounID 52>”状态。施展后与“盾墙”共同进入40秒调息时间。,41982,2,2,0
苍云,分山劲,3,隐刀,最少消耗5点怒气，最多消耗15点怒气，消耗逐渐增加，闪刀命中附带自身虚弱或流血效果的目标后10秒内可连续施展，隐刀命中附带自身虚弱或流血效果的目标可对其造成100%的武器伤害外加<SUB 13286 0>外功伤害，并冲刺穿过目标，期间自身免疫伤害和控制效果，持续1秒，施展次数越多，怒气消耗越高。,13152,3,2,0
苍云,分山劲,3,血刀,消耗10点怒气，“闪刀”命中目标后方可施展，可对12尺范围内最多5个目标造成100%的武器伤害外加<SUB 13144 0>外功伤害，若当前目标附带自身的流血效果，则对血刀命中的所有目标都将增加一层流血效果。<EnchantID 10147 命中有自身流血效果的目标，触发血崩效果，对半径3尺范围内的最多5个目标造成范围伤害>,13153,4,2,0
苍云,分山劲,4,叱威,“盾舞”伤害提高10%，在盾墙姿态下施展时，可触发二段技能，施展“盾舞·强化”击退周围8尺内最多6个目标并造成一次外功伤害。,13278,1,2,0
苍云,分山劲,4,肃驾,每消耗11点怒气，回复自身1点格挡值，“分山劲”心法下降低自身“盾立”0.5秒的调息时间。,14840,2,2,0
苍云,分山劲,4,岁久,施展“盾壁”使自身立即回复自身10%气血最大值，并回复自身30%格挡值。受到任何伤害攻击导致自身气血值低于40%则立刻重置“盾壁”调息时间，该效果最多每3分钟触发一次。,37240,3,2,0
苍云,分山劲,4,刀煞,对击倒、被击僵直目标伤害提高20%。“绝刀”及其破招伤害无视目标100%外功防御等级。,14838,4,2,0
苍云,分山劲,5,惊涌,“血怒”效果无法再叠加，期间自身无双等级提高30%，施展“斩刀”“绝刀”“盾舞”触发的破招伤害提高20%。,36205,1,2,0
苍云,分山劲,5,残楼,每次施展“劫刀”“斩刀”“绝刀”为当前侠士目标添加一层6%最大气血值的“残楼”治疗吸收盾，吸收盾最多可叠加5层。,13086,2,2,0
苍云,分山劲,5,步临,“盾击”使目标被疗伤成效降低30%，此效果最多可叠加2层，持续12秒。,13111,3,2,0
苍云,分山劲,5,愤恨,消耗5%气血，“血怒”效果提高50%，持续时间增加至25秒。,13304,4,2,0
苍云,分山劲,6,嗜血,“绝刀”会心几率提高15%，会心效果提高20%，达到最大怒气消耗时，招式伤害额外提高40%。施展“绝刀”使得自身伤害提高5%，持续12秒。,21281,1,2,0
苍云,分山劲,6,赤心,“血怒”效果期间每消耗或回复1点怒气为自身回复0.1%气血最大值。,13073,2,2,0
苍云,分山劲,6,登锋,流血效果伤害提高80%，作用时间间隔缩短1秒，总持续时间保持不变。每次添加流血后，若目标已有三层流血，则自身回复10点怒气。<TALENT_CORE 41740 1>,37558,3,2,2
苍云,分山劲,6,激奋,施展“盾壁”将会触发10尺范围“振奋军阵”，处于“军阵”中的5个友方目标不会受到重伤，受到伤害提高10%，基础攻击力提高20%，“振奋军阵”持续8秒。此效果不会在秘境中生效。,20984,4,2,0
苍云,分山劲,7,阵云结晦,可施展3段招式，每段招式回复15点怒气，招式无视目标100%外功防御等级，若命中非侠士目标则伤害额外提高200%。\n一段：对前方6尺矩形范围的最多5个敌对目标造成100%武器伤害外加<SUB 30925 1>外功伤害；\n二段：对前方8尺扇形范围的最多5个敌对目标造成100%武器伤害外加<SUB 30926 1>外功伤害和破招伤害；\n三段：冲向20尺内的目标并对其造成100%武器伤害外加<SUB 30857 1>外功伤害和破招伤害。,30769,1,2,0
苍云,分山劲,7,扬旌沙场,对敌对侠士目标施展，强迫目标与自身进行对决，清除双方持续治疗效果、所有不利效果、受控状态，气血恢复至最大值。期间不受其他玩家招式影响，持续14秒，决斗时间结束或一方被击败则提前结束决斗，败者直接重伤，敌方侠士获得特殊技能栏技能“<NounID 58>”。,15196,2,2,0
苍云,分山劲,7,断马摧城,回复20点怒气，举盾对自身8尺范围最多5个目标造成一次锤击，造成<NounID 13>外功伤害并使其被击倒3秒。当前每拥有50点怒气使其被击倒时长增加1秒。<TALENT 26723 1 擎盾姿态下自身加速率提高10%，每连续施展三次 “云城盾”套路招式技能攻击同一目标，造成<SUB 26724 1>外功伤害>,25213,3,2,0
苍云,分山劲,7,矢尽兵穷,施展后在原地插下旗帜，向12尺范围内的敌方玩家发出战斗邀请，施展时每个拥有自身流血效果的目标会使自身获得“在野”效果，使自身获得不受限的加速值加成7.5%，移动速度提高5%，该效果最多作用4次。3秒后在旗帜半径12尺内生成决斗场，范围内自身以及最多5个敌方玩家被疗伤成效额外降低10%，免疫击退和被拉。受到邀请未在场内和离开决斗场的敌方玩家获得“怯战”效果，造成的伤害降低60%，持续12秒。决斗场最多存在15秒，在苍云离开后消失。,29066,4,2,0
苍云,分山劲,8,麾远,“斩刀”附带的锁足效果变为眩晕效果，并追加一段无视目标30%外功防御的外功伤害，若成功眩晕目标，则返还15点怒气和6秒斩刀调息时间。,37239,1,3,0
苍云,分山劲,8,血誓,若自身气血值高于20%，“血怒”状态下连续施展三次“苍雪刀”套路下招式命中同一目标，则消耗20%的自身当前气血值，将对目标造成一次无视50%化劲等级的外功伤害并使其被疗伤成效额外降低30%，可与其他减疗效果叠加。,32618,2,3,0
苍云,分山劲,8,千险,战斗状态下，自身气血值降低至40%及以下时使自身免疫所有控制效果并使受到的伤害降低10%，持续8秒。该效果每23秒最多触发一次。,13172,3,3,0
苍云,分山劲,8,仇非,自身气血值低于1%时，消耗全部怒气，短时不会重伤，持续6秒，期间自身禁疗，结束时若自身怒气大于等于60点，回复自身50%气血值。此效果最多3分30秒触发一次。,25212,4,3,0
苍云,分山劲,8,赴敌,“盾猛”“斩刀”伤害提高10%，且对4尺内目标不再冲刺。,13317,5,3,0
苍云,分山劲,8,吓魂,“绝刀”附带8尺冲刺效果，命中有自身流血的侠士目标，直接造成最大怒气对应的伤害，若目标气血值低于自身，则使目标的基础攻击力下降20%，持续4秒。,21282,6,3,0
苍云,分山劲,8,陷阵,“撼地”造成一段额外伤害，释放后使10秒内下一个“盾击”受到强化，强化“盾击”施展距离增加4尺，释放后在地面砸出波纹向外扩散并对触碰目标造成伤害，该伤害视为“盾击”，最大30尺，最多5个目标。,41834,7,3,0
苍云,分山劲,8,难行,“盾飞”的最大充能次数提升至5层，且目标被盾牌首次击中时移动速度降低60%，持续6秒。,13374,8,3,0
苍云,分山劲,8,锋鸣,施展“盾飞”使自身外功破防等级提高15%，“盾飞”伤害提高100%，持续30秒。,22897,9,3,0
苍云,分山劲,8,烨疆,重伤恢复后立刻获得50点格挡值。,39664,10,3,0
苍云,分山劲,8,劫化生,施展“血怒”后获得的“劫化”效果期间每点身法提高自身2点招架等级，持续时间提升至8秒，调息时间提高至29秒。,13395,11,3,0
苍云,分山劲,8,雷云,“盾飞”可对击中的目标周围10尺的其他敌对目标进行弹射，若命中的第一个目标若正在运功，则使该目标2秒内无法运功。,34540,12,3,0
苍云,分山劲,9,麾远,“斩刀”附带的锁足效果变为眩晕效果，并追加一段无视目标30%外功防御的外功伤害，若成功眩晕目标，则返还15点怒气和6秒斩刀调息时间。,37239,1,3,0
苍云,分山劲,9,血誓,若自身气血值高于20%，“血怒”状态下连续施展三次“苍雪刀”套路下招式命中同一目标，则消耗20%的自身当前气血值，将对目标造成一次无视50%化劲等级的外功伤害并使其被疗伤成效额外降低30%，可与其他减疗效果叠加。,32618,2,3,0
苍云,分山劲,9,千险,战斗状态下，自身气血值降低至40%及以下时使自身免疫所有控制效果并使受到的伤害降低10%，持续8秒。该效果每23秒最多触发一次。,13172,3,3,0
苍云,分山劲,9,仇非,自身气血值低于1%时，消耗全部怒气，短时不会重伤，持续6秒，期间自身禁疗，结束时若自身怒气大于等于60点，回复自身50%气血值。此效果最多3分30秒触发一次。,25212,4,3,0
苍云,分山劲,9,赴敌,“盾猛”“斩刀”伤害提高10%，且对4尺内目标不再冲刺。,13317,5,3,0
苍云,分山劲,9,吓魂,“绝刀”附带8尺冲刺效果，命中有自身流血的侠士目标，直接造成最大怒气对应的伤害，若目标气血值低于自身，则使目标的基础攻击力下降20%，持续4秒。,21282,6,3,0
苍云,分山劲,9,陷阵,“撼地”造成一段额外伤害，释放后使10秒内下一个“盾击”受到强化，强化“盾击”施展距离增加4尺，释放后在地面砸出波纹向外扩散并对触碰目标造成伤害，该伤害视为“盾击”，最大30尺，最多5个目标。,41834,7,3,0
苍云,分山劲,9,难行,“盾飞”的最大充能次数提升至5层，且目标被盾牌首次击中时移动速度降低60%，持续6秒。,13374,8,3,0
苍云,分山劲,9,锋鸣,施展“盾飞”使自身外功破防等级提高15%，“盾飞”伤害提高100%，持续30秒。,22897,9,3,0
苍云,分山劲,9,烨疆,重伤恢复后立刻获得50点格挡值。,39664,10,3,0
苍云,分山劲,9,劫化生,施展“血怒”后获得的“劫化”效果期间每点身法提高自身2点招架等级，持续时间提升至8秒，调息时间提高至29秒。,13395,11,3,0
苍云,分山劲,9,雷云,“盾飞”可对击中的目标周围10尺的其他敌对目标进行弹射，若命中的第一个目标若正在运功，则使该目标2秒内无法运功。,34540,12,3,0
苍云,分山劲,10,麾远,“斩刀”附带的锁足效果变为眩晕效果，并追加一段无视目标30%外功防御的外功伤害，若成功眩晕目标，则返还15点怒气和6秒斩刀调息时间。,37239,1,3,0
苍云,分山劲,10,血誓,若自身气血值高于20%，“血怒”状态下连续施展三次“苍雪刀”套路下招式命中同一目标，则消耗20%的自身当前气血值，将对目标造成一次无视50%化劲等级的外功伤害并使其被疗伤成效额外降低30%，可与其他减疗效果叠加。,32618,2,3,0
苍云,分山劲,10,千险,战斗状态下，自身气血值降低至40%及以下时使自身免疫所有控制效果并使受到的伤害降低10%，持续8秒。该效果每23秒最多触发一次。,13172,3,3,0
苍云,分山劲,10,仇非,自身气血值低于1%时，消耗全部怒气，短时不会重伤，持续6秒，期间自身禁疗，结束时若自身怒气大于等于60点，回复自身50%气血值。此效果最多3分30秒触发一次。,25212,4,3,0
苍云,分山劲,10,赴敌,“盾猛”“斩刀”伤害提高10%，且对4尺内目标不再冲刺。,13317,5,3,0
苍云,分山劲,10,吓魂,“绝刀”附带8尺冲刺效果，命中有自身流血的侠士目标，直接造成最大怒气对应的伤害，若目标气血值低于自身，则使目标的基础攻击力下降20%，持续4秒。,21282,6,3,0
苍云,分山劲,10,陷阵,“撼地”造成一段额外伤害，释放后使10秒内下一个“盾击”受到强化，强化“盾击”施展距离增加4尺，释放后在地面砸出波纹向外扩散并对触碰目标造成伤害，该伤害视为“盾击”，最大30尺，最多5个目标。,41834,7,3,0
苍云,分山劲,10,难行,“盾飞”的最大充能次数提升至5层，且目标被盾牌首次击中时移动速度降低60%，持续6秒。,13374,8,3,0
苍云,分山劲,10,锋鸣,施展“盾飞”使自身外功破防等级提高15%，“盾飞”伤害提高100%，持续30秒。,22897,9,3,0
苍云,分山劲,10,烨疆,重伤恢复后立刻获得50点格挡值。,39664,10,3,0
苍云,分山劲,10,劫化生,施展“血怒”后获得的“劫化”效果期间每点身法提高自身2点招架等级，持续时间提升至8秒，调息时间提高至29秒。,13395,11,3,0
苍云,分山劲,10,雷云,“盾飞”可对击中的目标周围10尺的其他敌对目标进行弹射，若命中的第一个目标若正在运功，则使该目标2秒内无法运功。,34540,12,3,0
长歌,莫问,1,冻泉,“商”“角”增加3跳持续效果。“宫”“变宫”不再需要运功，调息时间改为12秒，命中同时带有自身“商”“角”效果的目标使其眩晕3秒，并返还“羽”6秒充能时间。,25220,1,1,1
长歌,莫问,1,绝弦,无法施展“曲”套路招式主动技能；<NounID 60>不再限制时间，期间可施展音域类招式，伤害提高15%，移动速度提高10%，受到的治疗成效提高10%。在秘境中进入<NounID 60>时获得“出鞘”：视为近战输出心法，在战斗中无法施展“清绝影歌·回”。,14871,2,1,2
长歌,莫问,1,入圣,“清绝影歌”不再占用基础调息时间，施展“清绝影歌·回”使自身后撤10尺。施展“音”套路招式时获得1层<NounID 61>，“宫”“变宫”不再需要运功，命中后会将<NounID 61>转化为相同层数的<NounID 62>。,14870,3,1,3
长歌,莫问,1,鹿鸣,“变宫”会为目标添加16秒“鹿鸣”，若目标已经带有“鹿鸣”则引爆，造成<SUB 41831 1>阴性内功伤害，并使自身会心效果提高20%，持续40秒。,41830,4,1,4
长歌,莫问,2,殊曲,“商”“角”持续效果作用间隔缩短1秒，总持续时间保持不变，每跳造成的效果递增12%。,14285,1,2,0
长歌,莫问,2,削竹,“剑·徵”变为2层充能招式，充能时间8秒，无视目标90%内功防御，施展后立即进行一次斩击，并锁足目标2秒。,18704,2,2,0
长歌,莫问,2,醉剑,“剑·徵”增加2跳，运功期间自身闪避几率提高60%，每次斩击改为对面向10尺矩形范围内至多5个目标造成伤害，并回复自身1.5%气血值。,40313,3,2,0
长歌,莫问,2,凌冬,“羽”充能时间延长2秒，命中非侠士目标后获得1层“凌冬”，最多叠加9层，仅在战斗中维持。“徵”“变徵”需要消耗3层“凌冬”方可施展，立刻造成一次破招伤害，无视目标60%内功防御，在3.75秒内对目标造成6次伤害，每次伤害递增40%，递增6次后重置。,37287,4,2,0
长歌,莫问,3,凝眉,“青霄飞羽”调息时间降低5秒，期间自身伤害提高20%，施展后立刻击退自身6尺范围内最多5名敌对玩家。,14466,1,2,0
长歌,莫问,3,鸾羽,“青霄飞羽”替换为“飞鸾动羽”，不再需要运功，冲刺至25尺内目标点位置激起震荡，对8尺内至多5个敌对目标造成<SUB 40334 1>阴性内功伤害，并锁足3秒，在命中受自身“音域”影响的目标时改为眩晕。非<NounID 60>下施展时，使自身进入9秒<NounID 60>。施展后使自身免疫控制、打断、缴械和无法运功效果，受到的伤害降低40%，持续8秒，该效果在退出[持剑姿态]后提前结束。35秒调息时间。,40325,2,2,0
长歌,莫问,3,捣衣,施展“移形换影”后，在免疫控制效果期间使自身免疫缴械和无法运功效果。,14874,3,2,0
长歌,莫问,3,参连,无双等级提高15%；“疏影横斜”影子存在时自身威胁值降低30%，施展后使自身5秒内无双等级提高10%，该效果时间可累加。,41837,4,2,0
长歌,莫问,4,微萤,敌方玩家目标被“迴梦逐光”“江逐月天”影响每超过4秒，将被驱散一个持续治疗效果。施展招式“迴梦逐光·回”或“江逐月天”后，5秒内对侠士目标施展“羽”不计入调息时间，且“羽”伤害提高100%。,32486,1,2,0
长歌,莫问,4,停拍,“剑·羽”伤害提高20%，命中后返还4秒“剑·角”“剑·商”招式调息时间，命中受自身“江逐月天”影响的目标时取音于剑，改为返还“剑·羽”1层充能。,25224,2,2,0
长歌,莫问,4,贯珠,受到技能伤害超过自身气血最大值10%，则该次伤害降低20%。,14557,3,2,0
长歌,莫问,4,妙意,“鹿鸣”伤害无视目标90%内功防御，附带一次破招伤害，并为目标添加“商”“角”持续效果。<TALENT_CORE 41830 1>,41838,4,2,4
长歌,莫问,5,相依,“孤影化双”持续时间延长8秒，施展时奏出一道向外扩散的环形音波，延迟4秒后再次奏出一道，两道音波分别对触碰到的敌对目标造成<SUB 21267 1>，<SUB 21267 2>阴性内功伤害，每道音波最多对25个目标生效，对非侠士目标改为造成提高300%的无质伤害。,14163,1,2,0
长歌,莫问,5,音彻,“剑·音”套路招式命中受自身“音域”影响的目标时产生震荡，立刻造成一次<SUB 40330 1>阴性内功伤害，并返还“笑傲光阴”1秒调息时间。,30589,2,2,0
长歌,莫问,5,入月,自身<NounID 61>效果发生转化时，每转化1层，对目标造成一次<SUB 41791 1>阴性内功伤害，并为侠士目标添加1.5%最大气血值的治疗吸收盾，持续5秒。<TALENT_CORE 14870 1>,41796,3,2,3
长歌,莫问,5,修齐,“孤影化双”施展返回招式时，不受缴械和无法运功效果的影响，影子被召回8秒内仍然会附着玩家，期间分摊玩家受到伤害的50%，并使自身免疫所有控制效果(击退和被拉除外)。,31157,4,2,0
长歌,莫问,6,豪情,施展“徵”“变徵”立刻对目标造成一次伤害，命中受自身“音域”作用的目标伤害提高20%。,14336,1,2,0
长歌,莫问,6,流韵,“剑·角”伤害提高10%，会为命中的目标添加“商”“角”，并卸除其阴性、阳性、混元性、毒性内功气劲各1个。,14441,2,2,0
长歌,莫问,6,照雪,“剑·音”套路招式命中目标时，若自身存在<NounID 62>，将其中1层转化为<NounID 61>，并造成一次<SUB 41793 1>阴性内功伤害。<TALENT_CORE 14870 1>,41797,3,2,3
长歌,莫问,6,希声,“清绝影歌”影子和伤害吸收盾延长4秒，战斗中施展时消融自身15尺内1个敌方音域。,41856,4,2,0
长歌,莫问,7,太常律,被动效果：自身音域范围内最多5名敌对玩家目标受到的治疗成效降低45%。\n主动效果：2层充能技能，可在移动中运功，每0.75秒对目标8尺内至多5个目标造成<SUB 30833 1>阴性内功伤害，持续2.25秒，命中后为没有属于自身“商”“角”的目标添加“商”“角”。运功不会被打退、打断。该招式视为“音”套路招式。<TALENT_CORE 25220 1><TALENT 25220 1 冻泉><TALENT 14285 1 疏曲><TALENT 14313 1 井仪>,30797,1,2,1
长歌,莫问,7,不愧君,<NounID 60>下方可施展，凝聚“青鸾剑”对目标造成<SUB 29077 0>无质阴性内功伤害，附带一次破招伤害，并使其受到的治疗效果降低50%，持续12秒。敌方当前生命值高于最大生命值70%时伤害提高100%。该招式视为“剑·音”套路招式。<TALENT 30589 1 音彻><TALENT 41797 1 照雪><TALENT 40743 1 崭芒>,29071,2,2,0
长歌,莫问,7,断水流,5层充能招式，对10尺内单一目标造成<SUB 41903 1>阴性内功伤害，5秒内连续施展时，施展速度提高，最多提高3次。非<NounID 60>下施展时，施展距离提高5尺，冲向目标并使自身进入9秒<NounID 60>。该招式视为“剑·音”套路招式。<TALENT 30589 1 音彻><TALENT 41797 1 照雪><TALENT 40743 1 崭芒>,42529,3,2,0
长歌,莫问,7,青莲歌,战斗中方可施展。进入30秒“青莲歌”状态，期间各“音”或“剑·音”套路招式命中非侠士目标时，会根据招式类型召唤太白幻影进行协同攻击，并使自身阴性基础攻击力提高20%；最多触发5次协同攻击，全部触发后，激活二段招式“斩长鲸”。,34344,4,2,0
长歌,莫问,8,崭芒,施展“清绝影歌”获得9层<NounID 64>，施展“剑·宫”获得1层<NounID 64>，最多叠加9层。,40743,1,3,0
长歌,莫问,8,长清,“徵”“变徵”会心几率提高10%，可对目标周围8尺内额外4个敌对目标造成伤害。,14321,2,3,0
长歌,莫问,8,师襄,会心效果提高10%，“音”“剑·音”套路招式运功不会被打退。,14282,3,3,0
长歌,莫问,8,井仪,持续效果被卸除后，每个持续效果使驱散者2秒内无法运功，最多持续6秒。,14313,4,3,0
长歌,莫问,8,别鹤,施展“迴梦逐光”将敌对目标拉回记录地点时会将目标定身3秒，并为没有属于自身“商”“角”不利效果的目标添加属于自身的“商”“角”不利效果。,18711,5,3,0
长歌,莫问,8,兼山,“云生结海”音域生成时立刻平衡音域范围内所有小队成员当前气血值百分比。,14152,6,3,0
长歌,莫问,8,知音,“笑傲光阴”音域减伤效果可对自身小队成员产生作用。,14143,7,3,0
长歌,莫问,8,忘弦,“笑傲光阴”音域生成时若自身在音域范围内，则恢复自身20%气血最大值，解除自身受到的阴性、阳性、混元性、毒性、点穴、持续伤害不利效果。,14146,8,3,0
长歌,莫问,8,莲魄,施展“移形换影”不再传送至影子位置，改为解除自身控制并获得5秒“莲魄”：获得15%可与其他减伤叠加的减伤，免疫控制效果（击退和被拉除外），该效果时间可累加。,32487,9,3,0
长歌,莫问,8,刻梦,“疏影横斜”充能时间降低10秒，但“移形换影”不再附带免疫控制效果。,14873,10,3,0
长歌,莫问,8,游羽,“青霄飞羽”运功不会被打退，运功时间降低0.25秒。成功浮空后双击“左平移”或“右平移”，可朝指定方向移动，“青霄飞羽”效果期间仅可移动一次。,29069,11,3,0
长歌,莫问,8,冲秋冥,对目标造成<SUB 41871 1>阴性内功伤害，打断其运功并击退12尺。,14093,12,3,0
